Symbol,Name,Composition,agg_state,logK,sigma logK,DrHm [kJ/mol],sigma DrHm [kJ/mol],DrCpm [J/(K mol)],sigma DrCpm [J/(K mol)],T-min,T-max,Reaction
Th(SO4)3-2,Th(SO4)3-2,Th(SO4)3-2,aq,10.748,0.076,,,,,,,1 Th+4 3 SO4-2 = Th(SO4)3-2
ThNO3+3,ThNO3+3,ThNO3+3,aq,1.3,0.2,,,,,,,1 Th+4 1 NO3- = ThNO3+3
Th(NO3)2+2,Th(NO3)2+2,Th(NO3)2+2,aq,2.3,0.4,,,,,,,1 Th+4 2 NO3- = Th(NO3)2+2
ThH2PO4+3,ThH2PO4+3,ThH2PO4+3,aq,3.45,0.32,,,,,,,1 Th+4 1 H3PO4(aq) -1 H+ = ThH2PO4+3
ThH3PO4+4,ThH3PO4+4,ThH3PO4+4,aq,1.89,0.31,,,,,,,1 Th+4 1 H3PO4(aq) = ThH3PO4+4
Th(H2PO4)2+2,Th(H2PO4)2+2,Th(H2PO4)2+2,aq,6.2,0.32,,,,,,,1 Th+4 2 H3PO4(aq) -2 H+ = Th(H2PO4)2+2
Th(H3PO4)(H2PO4)+3,Th(H3PO4)(H2PO4)+3,Th(H3PO4)(H2PO4)+3,aq,5.42,0.32,,,,,,,1 Th+4 2 H3PO4(aq) -1 H+ = Th(H3PO4)(H2PO4)+3
Th(CO3)5-6,Th(CO3)5-6,Th(CO3)5-6,aq,31,0.7,,,,,,,1 Th+4 5 CO3-2 = Th(CO3)5-6
ThOH(CO3)4-5,ThOH(CO3)4-5,ThOH(CO3)4-5,aq,35.6,0.5,,,,,,,1 Th+4 1 OH- 4 CO3-2 = ThOH(CO3)4-5
Th(OH)2CO3(aq),Th(OH)2CO3(aq),Th(OH)2CO3(aq),aq,30.5,0.6,,,,,,,1 Th+4 2 OH- 1 CO3-2 = Th(OH)2CO3(aq)
Th(OH)2(CO3)2-2,Th(OH)2(CO3)2-2,Th(OH)2(CO3)2-2,aq,36.8,0.5,,,,,,,1 Th+4 2 OH- 2 CO3-2 = Th(OH)2(CO3)2-2
Th(OH)3CO3-,Th(OH)3CO3-,Th(OH)3CO3-,aq,38.3,0.7,,,,,,,1 Th+4 3 OH- 1 CO3-2 = Th(OH)3CO3-
Th(OH)4CO3-2,Th(OH)4CO3-2,Th(OH)4CO3-2,aq,40.4,0.6,,,,,,,1 Th+4 4 OH- 1 CO3-2 = Th(OH)4CO3-2
ThSCN+3,ThSCN+3,ThS|0|C|0|N|-1|+3,aq,2,0.5,,,,,,,1 Th+4 1 SCN- = ThSCN+3
Th(SCN)2+2,Th(SCN)2+2,Th(S|0|C|0|N|-1|)2+2,aq,3.4,0.8,,,,,,,1 Th+4 2 SCN- = Th(SCN)2+2
