Symbol,Name,Composition,agg_state,logK,sigma logK,DrHm [kJ/mol],sigma DrHm [kJ/mol],DrCpm [J/(K mol)],sigma DrCpm [J/(K mol)],T-min,T-max,Reaction
PuO2(CO3)3-4,PuO2(CO3)3-4,Pu|+6|O2(CO3)3-4,aq,18,0.5,-38.6,2,,,,,1 PuO2+2 3 CO3-2 = PuO2(CO3)3-4
(PuO2)3(CO3)6-6,(PuO2)3(CO3)6-6,(Pu|+6|O2)3(CO3)6-6,aq,48.6,2.5,,,,,,,3 PuO2+2 6 CO3-2 = (PuO2)3(CO3)6-6
(UO2)2PuO2(CO3)6-6,(UO2)2PuO2(CO3)6-6,(U|+6|O2)2Pu|+6|O2(CO3)6-6,aq,53.5,1.4,,,,,,,2 UO2+2 1 PuO2+2 6 CO3-2 = (UO2)2PuO2(CO3)6-6
PuO2OH(aq),PuO2OH(aq),Pu|+5|O2OH(aq),aq,-9.73,,,,,,,,1 PuO2+ 1 H2O(l) -1 H+ = PuO2OH(aq)
PuO2SO4-,PuO2SO4-,Pu|+5|O2SO4-,aq,1.26,0.12,,,,,,,1 PuO2+ 1 SO4-2 = PuO2SO4-
PuO2CO3-,PuO2CO3-,Pu|+5|O2CO3-,aq,5.03,0.12,,,,,,,1 PuO2+ 1 CO3-2 = PuO2CO3-
PuO2(CO3)2-3,PuO2(CO3)2-3,Pu|+5|O2(CO3)2-3,aq,6.34,0.2,,,,,,,1 PuO2+ 2 CO3-2 = PuO2(CO3)2-3
PuO2(CO3)3-5,PuO2(CO3)3-5,Pu|+5|O2(CO3)3-5,aq,5.61,0.24,-19.11,8.5,,,,,1 PuO2+ 3 CO3-2 = PuO2(CO3)3-5
PuOH+3,PuOH+3,Pu|+4|OH+3,aq,0,0.2,,,,,,,1 Pu+4 1 H2O(l) -1 H+ = PuOH+3
Pu(OH)2+2,Pu(OH)2+2,Pu|+4|(OH)2+2,aq,-1.2,0.6,,,,,,,1 Pu+4 2 H2O(l) -2 H+ = Pu(OH)2+2
Pu(OH)3+,Pu(OH)3+,Pu|+4|(OH)3+,aq,-3.1,0.9,,,,,,,1 Pu+4 3 H2O(l) -3 H+ = Pu(OH)3+
Pu(OH)4(aq),Pu(OH)4(aq),Pu|+4|(OH)4(aq),aq,-9.3,0.5,,,,,,,1 Pu+4 4 H2O(l) -4 H+ = Pu(OH)4(aq)
Ca4Pu(OH)8+4,Ca4Pu(OH)8+4,Ca4Pu|+4|(OH)8+4,aq,-56.2,0.6,,,,,,,4 Ca+2 1 Pu+4 8 H2O(l) -8 H+ = Ca4Pu(OH)8+4
PuF+3,PuF+3,Pu|+4|F+3,aq,8.84,0.1,9.1,2.2,,,,,1 Pu+4 1 F- = PuF+3
PuF2+2,PuF2+2,Pu|+4|F2+2,aq,15.7,0.2,11,5,,,,,1 Pu+4 2 F- = PuF2+2
PuCl+3,PuCl+3,Pu|+4|Cl+3,aq,1.8,0.3,,,,,,,1 Pu+4 1 Cl- = PuCl+3
PuSO4+2,PuSO4+2,Pu|+4|SO4+2,aq,6.89,0.23,,,,,,,1 Pu+4 1 SO4-2 = PuSO4+2
Pu(SO4)2(aq),Pu(SO4)2(aq),Pu|+4|(SO4)2(aq),aq,11.14,0.34,,,,,,,1 Pu+4 2 SO4-2 = Pu(SO4)2(aq)
PuNO3+3,PuNO3+3,Pu|+4|NO3+3,aq,1.95,0.15,,,,,,,1 Pu+4 1 NO3- = PuNO3+3
PuH3PO4+4,PuH3PO4+4,Pu|+4|H3PO4+4,aq,2.4,0.3,,,,,,,1 Pu+4 1 H3PO4(aq) = PuH3PO4+4
Pu(CO3)4-4,Pu(CO3)4-4,Pu|+4|(CO3)4-4,aq,37,1.1,,,,,,,1 Pu+4 4 CO3-2 = Pu(CO3)4-4
Pu(CO3)5-6,Pu(CO3)5-6,Pu|+4|(CO3)5-6,aq,35.65,1.13,,,,,,,1 Pu+4 5 CO3-2 = Pu(CO3)5-6
PuCO3(OH)3-,PuCO3(OH)3-,Pu|+4|CO3(OH)3-,aq,6,,,,,,,,1 Pu+4 1 CO3-2 3 H2O(l) -3 H+ = PuCO3(OH)3-
PuOH+2,PuOH+2,Pu|+3|OH+2,aq,-6.9,0.3,,,,,,,1 Pu+3 1 H2O(l) -1 H+ = PuOH+2
Pu(OH)2+,Pu(OH)2+,Pu|+3|(OH)2+,aq,-14.8,,,,,,,,1 Pu+3 2 H2O(l) -2 H+ = Pu(OH)2+
Pu(OH)3(aq),Pu(OH)3(aq),Pu|+3|(OH)3(aq),aq,-25.9,,,,,,,,1 Pu+3 3 H2O(l) -3 H+ = Pu(OH)3(aq)
PuF+2,PuF+2,Pu|+3|F+2,aq,3.4,,,,,,,,1 Pu+3 1 F- = PuF+2
PuF2+,PuF2+,Pu|+3|F2+,aq,5.8,,,,,,,,1 Pu+3 2 F- = PuF2+
PuCl+2,PuCl+2,Pu|+3|Cl+2,aq,1.2,0.2,,,,,,,1 Pu+3 1 Cl- = PuCl+2
PuSO4+,PuSO4+,Pu|+3|SO4+,aq,3.9,0.6,17.2,2.3,,,,,1 Pu+3 1 SO4-2 = PuSO4+
Pu(SO4)2-,Pu(SO4)2-,Pu|+3|(SO4)2-,aq,5.7,0.8,12,16,,,,,1 Pu+3 2 SO4-2 = Pu(SO4)2-
PuH2PO4+2,PuH2PO4+2,Pu|+3|H2PO4+2,aq,2.2,0.6,,,,,,,1 Pu+3 1 H2PO4- = PuH2PO4+2
PuCO3+,PuCO3+,Pu|+3|CO3+,aq,8,,,,,,,,1 Pu+3 1 CO3-2 = PuCO3+
Pu(CO3)2-,Pu(CO3)2-,Pu|+3|(CO3)2-,aq,12.9,,,,,,,,1 Pu+3 2 CO3-2 = Pu(CO3)2-
Pu(CO3)3-3,Pu(CO3)3-3,Pu|+3|(CO3)3-3,aq,15,,,,,,,,1 Pu+3 3 CO3-2 = Pu(CO3)3-3
PuSCN+2,PuSCN+2,Pu|+3|S|0|C|0|N|-1|+2,aq,1.3,4,,,,,,,1 Pu+3 1 SCN- = PuSCN+2
